Customer ID,Country,State,City,Zip Code,Latitude,Longitude,Population,Age,Gender,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Quarter_status,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason
1057-FOGLZ,United States,California,Calimesa,92320,33.982787,-117.057627,7334,44,Female,No,No,No,No,0,No,0,18,Offer D,Yes,18.2,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.65,391.7,0,0,327.6,719.3,Q3,3,Stayed,No,0,20,4333,Not Applicable,Not Applicable
8087-LGYHQ,United States,California,Crestline,92325,34.248061,-117.29028,10484,40,Male,No,No,No,No,0,No,0,9,Offer E,Yes,15.53,No,Yes,Fiber Optic,14,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.05,811.65,0,0,139.77,951.42,Q3,4,Stayed,No,0,42,3475,Not Applicable,Not Applicable
4137-BTIKL,United States,California,Daggett,92327,34.875144,-116.821698,678,55,Male,No,No,No,No,0,No,0,2,Offer E,Yes,27.17,Yes,Yes,Fiber Optic,23,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,90.75,174.75,0,0,54.34,229.09,Q3,3,Joined,No,0,60,4766,Not Applicable,Not Applicable
2190-BCXEC,United States,California,Death Valley,92328,36.27688,-117.033326,443,61,Female,No,No,Yes,No,0,Yes,10,40,None,Yes,39.97,Yes,Yes,Fiber Optic,17,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,78.85,3126.85,0,0,1598.8,4725.65,Q3,4,Stayed,No,0,45,5257,Not Applicable,Not Applicable
6227-FBDXH,United States,California,Essex,92332,34.9436,-115.287901,115,50,Male,No,No,Yes,No,0,Yes,10,69,Offer A,Yes,3.81,Yes,Yes,Fiber Optic,4,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,99.5,6841.45,0,0,262.89,7104.34,Q3,4,Stayed,No,0,56,4237,Not Applicable,Not Applicable
2911-WDXMV,United States,California,Fontana,92335,34.087558,-117.464096,82630,29,Male,Yes,No,No,Yes,3,No,0,18,Offer D,Yes,41.08,Yes,Yes,Fiber Optic,48,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.55,1406.65,0,0,739.44,2146.09,Q3,5,Stayed,No,0,37,5334,Not Applicable,Not Applicable
4547-FZJWE,United States,California,Forest Falls,92339,34.067699,-116.903891,958,24,Male,Yes,No,Yes,No,0,Yes,5,55,None,Yes,36.17,No,Yes,DSL,69,Yes,No,No,No,No,Yes,Yes,No,One Year,No,Credit Card,59.45,3157,0,40,1989.35,5186.35,Q3,4,Stayed,No,0,77,5712,Not Applicable,Not Applicable
7422-WNBTY,United States,California,Green Valley Lake,92341,34.244411,-117.072654,317,35,Male,No,No,Yes,No,0,Yes,5,33,None,Yes,31.76,Yes,Yes,Fiber Optic,7,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.35,3092,0,0,1048.08,4140.08,Q3,4,Stayed,No,0,40,3348,Not Applicable,Not Applicable
0842-IWYCP,United States,California,Helendale,92342,34.757783,-117.33997,4948,19,Female,Yes,No,No,No,0,No,0,46,None,Yes,40.32,No,Yes,Cable,51,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.95,2168.9,0,0,1854.72,4023.62,Q3,5,Stayed,No,0,44,2626,Not Applicable,Not Applicable
3521-HTQTV,United States,California,Hesperia,92345,34.361387,-117.337509,68515,54,Male,No,No,No,No,0,No,0,34,None,Yes,20.47,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,26.1,980.35,0,0,695.98,1676.33,Q3,3,Stayed,No,0,46,2026,Not Applicable,Not Applicable
3744-ZBHON,United States,California,Highland,92346,34.129677,-117.154277,48245,64,Female,No,No,No,No,0,No,0,3,None,Yes,31.81,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.2,65.95,0,0,95.43,161.38,Q3,5,Joined,No,0,24,4369,Not Applicable,Not Applicable
3373-DIUUN,United States,California,Hinkley,92347,34.983808,-117.239306,1933,58,Male,No,No,Yes,Yes,3,Yes,6,30,None,Yes,40,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,21.25,711.9,0,0,1200,1911.9,Q3,3,Stayed,No,0,70,3047,Not Applicable,Not Applicable
8383-SGHJU,United States,California,Lake Arrowhead,92352,34.2565,-117.19335,9793,41,Female,No,No,No,No,0,No,0,33,None,Yes,10.28,Yes,Yes,Cable,7,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,59.4,1952.8,0,0,339.24,2292.04,Q3,3,Stayed,No,0,38,2853,Not Applicable,Not Applicable
7607-QKKTJ,United States,California,Loma Linda,92354,34.049315,-117.255974,18068,25,Male,Yes,No,Yes,Yes,2,Yes,6,45,None,Yes,33.45,Yes,Yes,Fiber Optic,69,No,Yes,Yes,No,No,Yes,Yes,No,One Year,Yes,Credit Card,95,4368.85,0,60,1505.25,5934.1,Q3,4,Stayed,No,0,27,2719,Not Applicable,Not Applicable
7707-PYBBH,United States,California,Lucerne Valley,92356,34.508417,-116.856103,5256,49,Male,No,No,No,No,0,No,0,40,None,Yes,36.98,No,Yes,DSL,21,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,61.9,2647.1,0,0,1479.2,4126.3,Q3,4,Stayed,No,0,52,2520,Not Applicable,Not Applicable
8984-HPEMB,United States,California,Lytle Creek,92358,34.238162,-117.534306,1090,58,Female,No,No,No,No,0,No,0,71,Offer A,Yes,17.9,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,118.65,8477.6,0,0,1270.9,9748.5,Q3,3,Stayed,No,0,73,4296,Not Applicable,Not Applicable
4139-DETXS,United States,California,Needles,92363,34.711224,-114.702256,5488,53,Female,No,No,Yes,No,0,No,0,72,Offer A,No,0,No,Yes,DSL,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,64.45,4528,0,0,0,4528,Q3,4,Stayed,No,0,45,5265,Not Applicable,Not Applicable
9779-DPNEJ,United States,California,Nipton,92364,35.478736,-115.516984,162,59,Female,No,No,Yes,Yes,3,Yes,5,22,Offer D,Yes,33.46,No,Yes,Fiber Optic,29,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.15,1790.65,0,0,736.12,2526.77,Q3,5,Stayed,No,0,42,4732,Not Applicable,Not Applicable
9805-FILKB,United States,California,Temecula,92592,33.507255,-117.029473,46171,44,Male,No,No,Yes,No,0,Yes,6,46,None,Yes,4.72,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.2,845.6,0,0,217.12,1062.72,Q3,3,Stayed,No,0,68,2325,Not Applicable,Not Applicable
5793-YOLJN,United States,California,Oro Grande,92368,34.647959,-117.296957,909,53,Female,No,No,Yes,Yes,3,Yes,8,55,Offer B,Yes,38.51,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,21,1210.3,0,0,2118.05,3328.35,Q3,3,Stayed,No,0,24,5046,Not Applicable,Not Applicable
0673-IGUQO,United States,California,Phelan,92371,34.441123,-117.537886,12463,26,Male,Yes,No,No,No,0,No,0,1,None,Yes,30.09,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.45,20.45,0,0,30.09,50.54,Q3,4,Joined,No,0,38,4845,Not Applicable,Not Applicable
4123-FCVCB,United States,California,Pinon Hills,92372,34.459322,-117.629729,4280,23,Female,Yes,No,No,No,0,No,0,12,Offer D,Yes,49.25,Yes,Yes,DSL,47,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,75.85,854.45,0,0,591,1445.45,Q3,4,Stayed,No,0,70,5942,Not Applicable,Not Applicable
8819-IMISP,United States,California,Redlands,92373,34.003243,-117.138286,31230,43,Male,No,No,No,No,0,No,0,31,None,Yes,37.07,Yes,Yes,Fiber Optic,23,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.45,2429.1,0,0,1149.17,3578.27,Q3,4,Stayed,No,0,49,4684,Not Applicable,Not Applicable
8311-UEUAB,United States,California,Rialto,92376,34.109775,-117.378904,75882,24,Female,Yes,No,Yes,No,0,Yes,5,67,Offer A,Yes,1.36,Yes,Yes,DSL,82,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,75.5,5229.45,0,0,91.12,5320.57,Q3,3,Stayed,No,0,69,5420,Not Applicable,Not Applicable
5858-EAFCZ,United States,California,Rialto,92377,34.156758,-117.404686,18518,45,Male,No,No,No,No,0,No,0,1,None,Yes,23.34,No,Yes,DSL,16,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.45,44.45,0,0,23.34,67.79,Q3,3,Joined,No,0,74,3498,Not Applicable,Not Applicable
1163-ONYEY,United States,California,Shoshone,92384,35.924252,-116.188668,87,61,Male,No,No,Yes,Yes,2,Yes,4,41,Offer B,Yes,28.55,Yes,Yes,Cable,20,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,74.55,3023.55,0,0,1170.55,4194.1,Q3,3,Stayed,No,0,61,2748,Not Applicable,Not Applicable
5656-MJEFC,United States,California,Victorville,92392,34.486835,-117.362274,63235,48,Male,No,No,Yes,No,0,Yes,10,42,Offer B,No,0,No,Yes,Cable,8,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,48.15,2032.3,0,0,0,2032.3,Q3,4,Stayed,No,0,25,2673,Not Applicable,Not Applicable
6082-OQFBA,United States,California,Victorville,92394,34.567058,-117.362329,12083,62,Male,No,No,Yes,No,0,Yes,2,23,Offer D,Yes,24.88,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.65,436.9,0,0,572.24,1009.14,Q3,5,Stayed,No,0,70,5460,Not Applicable,Not Applicable
8974-OVACP,United States,California,Yermo,92398,35.013299,-116.834092,1195,40,Female,No,No,No,No,0,No,0,1,None,Yes,27.59,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.15,20.15,0,0,27.59,47.74,Q3,4,Joined,No,0,31,3167,Not Applicable,Not Applicable
4010-YLMVT,United States,California,Yucaipa,92399,34.04597,-117.011825,41575,25,Female,Yes,No,No,No,0,No,0,56,Offer B,Yes,24.77,Yes,Yes,Fiber Optic,51,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,106.6,5893.95,0,0,1387.12,7281.07,Q3,4,Stayed,No,0,80,5056,Not Applicable,Not Applicable
1379-FRVEB,United States,California,San Bernardino,92401,34.105935,-117.2914,1779,31,Male,No,No,No,Yes,1,No,0,15,Offer D,Yes,30.22,Yes,Yes,Fiber Optic,12,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91,1430.05,0,0,453.3,1883.35,Q3,4,Stayed,No,0,48,4602,Not Applicable,Not Applicable
8612-GXIDD,United States,California,San Bernardino,92404,34.183286,-117.221722,53636,55,Male,No,No,Yes,Yes,3,Yes,8,12,Offer D,Yes,44.12,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,25.4,313,0,0,529.44,842.44,Q3,3,Stayed,No,0,71,2219,Not Applicable,Not Applicable
6288-CHQJB,United States,California,San Bernardino,92405,34.142747,-117.300864,24644,21,Female,Yes,No,Yes,No,0,Yes,3,54,Offer B,Yes,28.17,No,Yes,DSL,76,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,69.95,3871.85,0,0,1521.18,5393.03,Q3,4,Stayed,No,0,57,5077,Not Applicable,Not Applicable
8160-HOWOX,United States,California,San Bernardino,92407,34.250069,-117.393949,49355,30,Female,No,No,No,No,0,No,0,7,None,Yes,48.16,No,Yes,DSL,85,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,66.85,458.1,0,0,337.12,795.22,Q3,4,Stayed,No,0,43,4858,Not Applicable,Not Applicable
6648-INWPS,United States,California,San Bernardino,92410,34.106922,-117.297553,44556,30,Male,No,No,Yes,Yes,3,Yes,4,16,Offer D,Yes,38.55,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.15,341.35,0,0,616.8,958.15,Q3,4,Stayed,No,0,58,5271,Not Applicable,Not Applicable
4223-BKEOR,United States,California,San Bernardino,92411,34.122501,-117.320138,23146,55,Female,No,No,No,No,0,No,0,21,Offer D,Yes,30.88,No,Yes,DSL,15,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Mailed Check,64.85,1336.8,0,0,648.48,1985.28,Q3,3,Stayed,No,0,51,3302,Not Applicable,Not Applicable
1763-WQFUK,United States,California,Riverside,92503,33.890046,-117.455583,71678,45,Male,No,No,No,No,0,No,0,3,None,Yes,26.38,No,Yes,DSL,25,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,50.5,147.75,0,0,79.14,226.89,Q3,4,Joined,No,0,43,5258,Not Applicable,Not Applicable
1391-UBDAR,United States,California,Riverside,92504,33.9108,-117.398153,46550,27,Male,Yes,No,No,No,0,No,0,11,Offer D,Yes,18.33,No,Yes,Fiber Optic,76,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,72.9,818.45,0,0,201.63,1020.08,Q3,3,Stayed,No,0,71,3042,Not Applicable,Not Applicable
8894-JVDCV,United States,California,Riverside,92505,33.920907,-117.489426,38446,39,Female,No,No,No,No,0,No,0,62,Offer B,Yes,36.84,Yes,Yes,Fiber Optic,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,115.05,7133.45,0,0,2284.08,9417.53,Q3,4,Stayed,No,0,43,6494,Not Applicable,Not Applicable
2023-VQFDL,United States,California,Riverside,92506,33.930931,-117.361788,42425,42,Male,No,No,No,No,0,No,0,18,Offer D,Yes,33.16,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19,348.8,0,0,596.88,945.68,Q3,5,Stayed,No,0,39,5379,Not Applicable,Not Applicable
1345-GKDZZ,United States,California,Riverside,92507,33.976328,-117.319786,48649,20,Male,Yes,No,No,Yes,1,No,0,6,None,Yes,17.53,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.55,128.6,0,0,105.18,233.78,Q3,4,Stayed,No,0,69,2309,Not Applicable,Not Applicable
2014-MKGMH,United States,California,Riverside,92508,33.885499,-117.324959,17147,45,Female,No,No,No,No,0,No,0,46,Offer B,Yes,27.97,Yes,Yes,Fiber Optic,22,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,101.1,4674.4,0,0,1286.62,5961.02,Q3,4,Stayed,No,0,54,4883,Not Applicable,Not Applicable
5628-FCGYG,United States,California,Riverside,92509,34.004379,-117.447864,63999,46,Male,No,No,No,No,0,No,0,21,None,Yes,49.05,Yes,Yes,Fiber Optic,9,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.1,1737.45,0,0,1030.05,2767.5,Q3,4,Stayed,No,0,69,4649,Not Applicable,Not Applicable
2560-WBWXF,United States,California,March Air Reserve Base,92518,33.888323,-117.277533,1005,45,Male,No,No,No,No,0,No,0,68,None,Yes,37.79,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.15,1498.85,0,0,2569.72,4068.57,Q3,4,Stayed,No,0,70,5987,Not Applicable,Not Applicable
0248-IPDFW,United States,California,Lake Elsinore,92530,33.655421,-117.391751,38519,19,Female,Yes,No,No,No,0,No,0,1,None,Yes,29.13,Yes,Yes,Cable,51,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.1,50.1,0,0,29.13,79.23,Q3,4,Joined,No,0,57,5617,Not Applicable,Not Applicable
7978-DKUQH,United States,California,Lake Elsinore,92532,33.705836,-117.318204,4546,26,Female,Yes,No,Yes,No,0,Yes,7,25,None,Yes,37.1,No,Yes,Fiber Optic,82,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.6,1797.75,0,0,927.5,2725.25,Q3,5,Stayed,No,0,35,4591,Not Applicable,Not Applicable
4335-UPJSI,United States,California,Aguanga,92536,33.482243,-116.827173,2433,57,Female,No,No,No,Yes,1,No,0,24,None,Yes,34.24,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.75,498.1,0,0,821.76,1319.86,Q3,3,Stayed,No,0,43,2639,Not Applicable,Not Applicable
1784-EZDKJ,United States,California,Hemet,92544,33.644585,-116.871544,39264,31,Male,No,No,Yes,No,0,Yes,3,51,Offer B,Yes,29.4,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,106.8,5498.8,0,140,1499.4,7138.2,Q3,3,Stayed,No,0,33,4640,Not Applicable,Not Applicable
9297-FVVDH,United States,California,Hemet,92545,33.734933,-117.044145,25694,33,Female,No,No,Yes,No,0,Yes,2,57,Offer B,Yes,10.05,Yes,Yes,DSL,16,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.5,4845.4,0,0,572.85,5418.25,Q3,3,Stayed,No,0,41,5928,Not Applicable,Not Applicable
8007-YYPWD,United States,California,Homeland,92548,33.761894,-117.120868,4283,52,Female,No,No,No,No,0,No,0,15,None,Yes,40.97,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.05,369.1,0,0,614.55,983.65,Q3,5,Stayed,No,0,43,5218,Not Applicable,Not Applicable
7101-HRBLJ,United States,California,Idyllwild,92549,33.755039,-116.741796,3588,25,Female,Yes,No,Yes,No,0,Yes,9,72,None,Yes,16.05,No,Yes,Cable,46,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,83.7,6096.9,0,0,1155.6,7252.5,Q3,3,Stayed,No,0,36,4592,Not Applicable,Not Applicable
6635-CPNUN,United States,California,Moreno Valley,92553,33.923149,-117.244933,61205,25,Male,Yes,No,Yes,No,0,Yes,10,28,None,Yes,33.57,Yes,Yes,Fiber Optic,52,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,96.6,2684.35,0,0,939.96,3624.31,Q3,5,Stayed,No,0,43,5530,Not Applicable,Not Applicable
5453-YBTWV,United States,California,Moreno Valley,92557,33.970661,-117.255039,46214,52,Male,No,No,Yes,Yes,2,Yes,10,70,None,Yes,49.67,No,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,101.1,6994.8,0,0,3476.9,10471.7,Q3,3,Stayed,No,0,62,4226,Not Applicable,Not Applicable
5039-LZRQT,United States,California,Mountain Center,92561,33.638645,-116.55783,1500,52,Female,No,No,No,No,0,No,0,13,None,Yes,26.57,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20.2,273.25,0,0,345.41,618.66,Q3,5,Stayed,No,0,34,2953,Not Applicable,Not Applicable
6418-PIQSP,United States,California,Perris,92570,33.787298,-117.320676,36817,49,Female,No,No,Yes,No,0,Yes,6,62,Offer B,Yes,13.32,No,Yes,Cable,22,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,81,4985.9,0,0,825.84,5811.74,Q3,4,Stayed,No,0,31,4684,Not Applicable,Not Applicable
8220-OCUFY,United States,California,Perris,92571,33.828289,-117.201666,26357,30,Female,No,No,No,No,0,No,0,21,None,Yes,7.41,No,Yes,DSL,51,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,60.25,1258.35,0,0,155.61,1413.96,Q3,4,Stayed,No,0,25,4870,Not Applicable,Not Applicable
3995-WFCSM,United States,California,San Jacinto,92582,33.806708,-117.02007,4456,28,Female,Yes,No,No,No,0,No,0,2,None,Yes,15.25,No,Yes,DSL,82,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,60.85,111.4,0,0,30.5,141.9,Q3,5,Joined,No,0,54,3796,Not Applicable,Not Applicable
1895-QTKDO,United States,California,San Jacinto,92583,33.796568,-116.924723,21349,38,Female,No,No,No,No,0,No,0,1,None,Yes,45.59,No,Yes,DSL,5,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,43.95,43.95,0,0,45.59,89.54,Q3,5,Joined,No,0,20,5684,Not Applicable,Not Applicable
2038-OEQZH,United States,California,Menifee,92584,33.653338,-117.178271,14068,63,Male,No,No,No,No,0,No,0,4,None,Yes,44.36,No,Yes,Fiber Optic,20,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,86.05,308.1,0,0,177.44,485.54,Q3,5,Stayed,No,0,55,3653,Not Applicable,Not Applicable
1178-PZGAB,United States,California,Sun City,92585,33.739412,-117.173334,8692,45,Female,No,No,No,No,0,No,0,19,None,Yes,18.57,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.25,383.65,0,0,352.83,736.48,Q3,4,Stayed,No,0,78,5586,Not Applicable,Not Applicable
2626-VEEWG,United States,California,Sun City,92587,33.69887,-117.25071,13151,48,Male,No,No,Yes,Yes,2,Yes,6,67,None,Yes,5.48,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.4,1284.2,0,0,367.16,1651.36,Q3,5,Stayed,No,0,70,4890,Not Applicable,Not Applicable
1657-DYMBM,United States,California,Temecula,92591,33.540604,-117.10909,25655,35,Male,No,No,Yes,No,0,Yes,8,53,Offer B,Yes,34.46,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.9,1110.05,0,0,1826.38,2936.43,Q3,3,Stayed,No,0,61,4157,Not Applicable,Not Applicable
7311-MQJCH,United States,California,Temecula,92592,33.507255,-117.029473,46171,54,Female,No,No,No,No,0,No,0,5,None,Yes,37.97,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.55,99.6,0,0,189.85,289.45,Q3,4,Stayed,No,0,47,2575,Not Applicable,Not Applicable
1136-XGEQU,United States,California,Winchester,92596,33.657433,-117.04254,4093,53,Female,No,No,Yes,No,0,Yes,9,50,Offer B,Yes,46.49,Yes,Yes,DSL,11,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,84.15,4164.4,0,0,2324.5,6488.9,Q3,3,Stayed,No,0,43,4625,Not Applicable,Not Applicable
2530-FMFXO,United States,California,Irvine,92602,33.720359,-117.733655,2762,38,Male,No,No,Yes,Yes,1,Yes,3,56,Offer B,Yes,42.16,Yes,Yes,Fiber Optic,19,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,103.2,5873.75,0,0,2360.96,8234.71,Q3,3,Stayed,No,0,55,4478,Not Applicable,Not Applicable
6844-DZKRF,United States,California,Irvine,92604,33.688546,-117.788091,27369,61,Male,No,No,No,No,0,No,0,2,None,Yes,6.34,No,Yes,Cable,28,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,50.2,109.25,0,10,12.68,131.93,Q3,4,Joined,No,0,59,4697,Not Applicable,Not Applicable
5970-GHJAW,United States,California,Irvine,92612,33.643095,-117.810896,41062,40,Male,No,No,Yes,Yes,2,Yes,9,46,Offer B,Yes,26.12,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.95,862.4,0,0,1201.52,2063.92,Q3,5,Stayed,No,0,75,3574,Not Applicable,Not Applicable
8879-XUAHX,United States,California,Irvine,92614,33.680302,-117.833296,22499,42,Male,No,No,Yes,No,0,Yes,4,71,None,Yes,6.19,Yes,Yes,Fiber Optic,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,116.25,8564.75,0,0,439.49,9004.24,Q3,3,Stayed,No,0,47,6124,Not Applicable,Not Applicable
3689-MOZGR,United States,California,Irvine,92618,33.667145,-117.732135,6301,30,Female,No,No,No,No,0,No,0,29,None,No,0,No,Yes,Cable,59,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,31.2,926.2,0,0,0,926.2,Q3,5,Stayed,No,0,39,4761,Not Applicable,Not Applicable
4195-PNGZS,United States,California,Irvine,92620,33.716136,-117.752574,26419,23,Male,Yes,No,Yes,Yes,3,Yes,1,69,None,Yes,33.09,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.45,1718.2,0,0,2283.21,4001.41,Q3,5,Stayed,No,0,39,5295,Not Applicable,Not Applicable
5003-XZWWO,United States,California,Capistrano Beach,92624,33.458754,-117.665104,7465,32,Male,No,No,Yes,No,0,Yes,4,71,None,Yes,15.12,Yes,Yes,DSL,30,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.2,5956.85,0,0,1073.52,7030.37,Q3,4,Stayed,No,0,33,4753,Not Applicable,Not Applicable
6922-NCEDI,United States,California,Costa Mesa,92627,33.645672,-117.922613,62069,38,Male,No,No,No,No,0,No,0,56,Offer B,Yes,48.63,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Mailed Check,21.2,1238.65,0,0,2723.28,3961.93,Q3,4,Stayed,No,0,23,6473,Not Applicable,Not Applicable
9891-NQDBD,United States,California,Lake Forest,92630,33.644849,-117.684254,59176,22,Female,Yes,No,Yes,No,0,Yes,7,28,None,Yes,43.36,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,25.55,672.2,0,0,1214.08,1886.28,Q3,3,Stayed,No,0,39,3493,Not Applicable,Not Applicable
6131-IUNXN,United States,California,Huntington Beach,92646,33.666301,-117.969501,56517,47,Female,No,No,Yes,Yes,2,Yes,6,19,None,Yes,46.91,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.2,382.2,0,0,891.29,1273.49,Q3,4,Stayed,No,0,64,3636,Not Applicable,Not Applicable
8548-AWOFC,United States,California,Huntington Beach,92647,33.723579,-118.005441,58764,21,Male,Yes,No,Yes,No,0,Yes,4,66,None,Yes,7.67,Yes,Yes,DSL,69,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,63.85,4264.6,0,0,506.22,4770.82,Q3,3,Stayed,No,0,72,5956,Not Applicable,Not Applicable
9798-DRYDS,United States,California,Huntington Beach,92648,33.679659,-118.016195,42663,52,Female,No,No,Yes,No,0,Yes,6,17,None,Yes,47.59,Yes,Yes,DSL,25,No,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Mailed Check,61.95,1070.7,0,0,809.03,1879.73,Q3,5,Stayed,No,0,27,4759,Not Applicable,Not Applicable
